name,stars,city,state_name,party,education,salary,median_rent_2025_10_31,population_density
McDonald's,2.0,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Chez Pierre Bakery,4.0,Kenner,Louisiana,Republican,31.2,64099.0,1663.6666666666667,
Park Avenue Coffee - Lafayette Square,4.0,Saint Louis,Missouri,Democrat,,55279.0,,
McDonald's,3.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
A Cup Of Organic,5.0,San Antonio,Florida,Republican,31.3,89079.0,2199.8015873015875,
Ponte Coffee House,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Sip Cafe,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
McDonald's,2.0,Richboro,Pennsylvania,Republican,45.2,153691.0,,
Pj's Coffee,3.5,Harahan,Louisiana,Republican,31.2,78222.0,1320.2777777777776,
Mad Beach Mini Donuts,4.0,Madeira Beach,Florida,Republican,38.5,79798.0,2394.3888888888887,
Napoletano Brothers,5.0,Springfield,Pennsylvania,Democrat,,60698.0,,
Cafe Vino Tinto,4.5,Safety Harbor,Florida,Republican,38.5,105813.0,2389.1,
Dunkin',2.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Mammamia Gelato - Italian Gelato,4.5,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
McDonald's,2.0,Harleysville,Pennsylvania,Democrat,55.4,111530.0,,
Duck Donuts,4.0,Levittown,Pennsylvania,Republican,45.2,101619.0,1847.9166666666667,
7-Eleven,3.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Frutta Bowls,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Cupcake Collection,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Dunkin',1.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Beiler's Donuts,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,2.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Starbucks,3.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Antoine's Annex,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,2.5,Manchester,Missouri,Democrat,46.7,92839.0,1347.8333333333333,
Wawa,3.5,Linwood,Pennsylvania,Democrat,44.4,76077.0,,
Crumbs Bake Shop,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
VN Pho & Deli,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Lovers & Madmen,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.5,Hendersonville,Tennessee,Republican,35.1,91503.0,1604.2083028083027,
Farm To Toast,4.0,Dublin,Pennsylvania,Republican,45.2,80500.0,,
Banyan Cafe & Catering,4.0,Saint Petersburg,Florida,Republican,,71302.0,,
Dutch Bros Coffee,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Starbucks,3.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
McDonald's,2.5,Darby,Pennsylvania,Democrat,44.4,45128.0,1571.25,
Orleans Coffee Espresso Bar,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Sebastian's Gourmet Cafe,3.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
San Giorgi's Coffee,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Elixr Coffee Roasters at ICA,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.0,Hazelwood,Missouri,Democrat,46.7,55930.0,1394.4166666666667,
Dunkin',2.0,Roslyn,Pennsylvania,Democrat,55.4,91106.0,,
PJ's Coffee,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
La Belle Vie Cafe,4.5,Saint Charles,Missouri,Republican,,55279.0,,
The Arcade Nashville,3.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Coffee Collaborative,3.5,Isla Vista,California,Democrat,38.6,24428.0,9082.222222222224,
McDonald's,2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,2.5,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
McDonald's,2.0,Carpinteria,California,Democrat,38.6,104233.0,4234.166666666667,
Wawa,3.5,Hatfield,Pennsylvania,Democrat,,72070.0,1615.111111111111,
McDonald's,1.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
4th Street Cafe,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
RIM Cafe,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Regency Cafe,3.5,Lansdowne,Pennsylvania,Democrat,44.4,69261.0,1439.3333333333333,
Levee Baking Co.,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Sunrise Cafe And Bake Shop,4.5,Bridgeport,Pennsylvania,Democrat,55.4,79247.0,1725.8333333333333,
Onyx East Nashville,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
McDonald's,2.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
McDonald's,2.5,Dunedin,Florida,Republican,38.5,68068.0,2087.5775446775447,
Dunkin',2.5,Langhorne,Pennsylvania,Republican,45.2,95568.0,2732.1,
Cream & Sugar,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Coffee Beanery,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,1.5,Saint Louis,Missouri,Democrat,,55279.0,,
Coffee and Supply,4.5,Eagle,Idaho,Republican,46.3,118037.0,1985.2402777777777,
Tea's Me Cafe,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Lakes Coffee,4.5,Medford Lakes,New Jersey,Democrat,42.1,151190.0,,
Starbucks,3.0,Creve Coeur,Missouri,Democrat,46.7,119454.0,1351.9381313131314,
Bahama Buck's,4.5,Odessa,Florida,Republican,31.3,116870.0,2102.758441558442,
McDonald's,2.0,Chalmette,Louisiana,Republican,,56875.0,1436.9444444444446,
Moxie Java Glenwood - Garden City,3.5,Garden City,Idaho,Republican,46.3,66859.0,1762.2539682539682,
Starbucks,2.5,Sparks,Nevada,Democrat,37.3,86979.0,1964.762212770985,
7-Eleven,2.5,Lutz,Florida,Republican,39.6,114516.0,2055.789287749288,
McDonald's,2.0,Woodbury Heights,New Jersey,Republican,37.6,130101.0,,
Commune,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Bucks County Biscotti,5.0,Hilltown,Pennsylvania,Republican,,60698.0,,
Foundry Cafe & Market,4.5,Lebanon,Illinois,Democrat,34.2,84766.0,,
Tea Talk,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.0,New Port Richey,Florida,Republican,31.3,46160.0,1753.8333333333333,
Re-Voaked Sandwiches,4.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Crushcakes & Cafe,4.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Drinkhaus Espresso & Tea,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
CC's Coffee House,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Gelato-Go Tampa,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
McDonald's,1.5,Gretna,Louisiana,Republican,31.2,46045.0,1570.4761904761906,
Leotah's Place Coffeehouse,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Chez Pierre French Bakery & Cafe,3.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Starbucks,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Copper Moon Coffee,2.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Cafe Luna,4.0,Summerland,California,Democrat,38.6,133083.0,,
Starbucks,1.5,Havertown,Pennsylvania,Democrat,,60698.0,,
Starbucks,3.5,Brownsburg,Indiana,Republican,37.1,105435.0,1939.3527777777776,
Dunkin',2.0,Medford,New Jersey,Democrat,,91000.0,,
St. Pete Bakery,4.0,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
McDonald's,1.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Arctic Scoop,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Rolling Tin Cafe,5.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Denver CBD Indianapolis,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Pie and Plate Cafe,4.5,Ambler,Pennsylvania,Democrat,55.4,80795.0,2596.6666666666665,
Story Brooke Craft Coffee Bar,4.5,Saint Petersburg,Florida,Republican,,71302.0,,
CW's Gin Joint,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Whole Foods Market,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
White Bison Coffee,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
The Langhorne Brewing Company,3.5,Langhorne,Pennsylvania,Republican,45.2,95568.0,2732.1,
Maeva's,4.5,Alton,Illinois,Republican,32.0,53005.0,904.2222222222222,
St. Louis Bread,3.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Philly's Cafe,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Louie's Little Hut,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
District Donuts Sliders & Brew Lakeview,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Restoration Cafe,5.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
The Royal Blend,3.5,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
McDonald's,2.5,Kuna,Idaho,Republican,46.3,93545.0,2034.6527777777776,
Cafe Chismosa,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Heart Stone,4.5,Phoenixville,Pennsylvania,Democrat,58.0,94411.0,2006.513888888889,
Dunkin Donuts - Hudson,4.5,Hudson,Florida,Republican,31.3,49063.0,2058.958333333333,
The Mode Lounge,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
McDonald's,1.5,Springfield,Tennessee,Republican,24.5,58741.0,1632.9166666666667,
Hobey's Casino & Restaurant,4.0,Sun Valley,Nevada,Democrat,37.3,76108.0,2322.0,
Bravo Gelato,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Artisan Bar and Cafe,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Green Light Bar,4.0,Saint Petersburg,Florida,Republican,,71302.0,,
The Urban Juicer,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Silver State Coffee,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Wawa,2.0,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
8th & Roast,2.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Backyard Beans Coffee - Ambler,5.0,Ambler,Pennsylvania,Democrat,55.4,80795.0,2596.6666666666665,
Mimi’s Minis,4.5,Port Richey,Florida,Republican,31.3,45435.0,1721.7101449275362,
Cozy Coffee Cafe,4.5,Temple Terrace,Florida,Republican,39.6,65756.0,1778.454415954416,
Cafe Twelve,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Honest Coffee Roasters,4.0,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Holy Smoke Cigar Cafe,5.0,Palm Harbor,Florida,Republican,38.5,75354.0,1901.0656790123455,
City Donuts & Café,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,2.5,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Dunkin',2.5,Dresher,Pennsylvania,Democrat,,60698.0,,
McDonald's,2.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Wawa,2.5,Cherry Hill,New Jersey,Democrat,38.8,91000.0,2419.9864433811804,
Wawa,4.0,Burlington,New Jersey,Democrat,,78009.0,,
Wawa,3.5,Cherry Hill,New Jersey,Democrat,38.8,91000.0,2419.9864433811804,
The Cupcake Collection,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Wawa,3.5,Holiday,Florida,Republican,31.3,43996.0,1689.6786324786324,
Dunkin',2.0,Sahuarita,Arizona,Democrat,37.9,100719.0,1911.47095959596,
Dunkin',2.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Wawa,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,2.5,Goleta,California,Democrat,38.6,118039.0,3642.484920634921,
Fruitwood Standup Market,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Wawa,4.0,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
Boudreaux Brothers Kitchen & Catering,4.0,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Pennsport Market & Deli,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
French Truck Coffee,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Wawa,3.0,Malvern,Pennsylvania,Democrat,58.0,106638.0,2467.1635327635327,
Dunkin',1.5,Saint Louis,Missouri,Democrat,,55279.0,,
Cafe 405 South,4.0,Tampa Bay,Florida,Republican,,71302.0,,
Just Love Coffee Cafe - Brentwood,4.0,Brentwood,Tennessee,Republican,65.8,184720.0,2257.203703703704,
Foundation Coffee Co,4.5,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
La Colombe Coffee,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
PJ's Coffee - New Orleans,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
The Ketogenic Reset - Nutrition Lifestyle Coaching,5.0,Eagle,Idaho,Republican,46.3,118037.0,1985.2402777777777,
Gryphon Cafe,4.5,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
Teaful Bliss Cafe,5.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Peet's Coffee & Tea,3.0,Saint Louis,Missouri,Democrat,,55279.0,,
Kiwi Shake and Bake,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Cosi,3.5,Bryn Mawr,Pennsylvania,Democrat,55.4,87218.0,2184.9999999999995,
Krispy Kreme,2.5,Brentwood,Tennessee,Republican,65.8,184720.0,2257.203703703704,
Starbucks,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Work In Harmony Cafe,4.5,Collingswood,New Jersey,Democrat,38.8,83917.0,1593.4864417989418,
Bowled Restaurant,4.5,Saint Petersburg,Florida,Republican,,71302.0,,
Joe Coffee Bar,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Kaldi's Coffee Roasting,4.0,Saint Louis,Missouri,Democrat,,55279.0,,
Be Well Bakery & Cafe,4.5,Huntingdon Valley,Pennsylvania,Democrat,,60698.0,1954.0,
Dunkin',2.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Mary's Miracle Restaurant,3.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Tucson Coffee Roasters,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Milk & Honey Bakery,4.5,Plainfield,Indiana,Republican,37.1,85074.0,1703.8148148148148,
McDonald's,2.5,Hazelwood,Missouri,Democrat,46.7,55930.0,1394.4166666666667,
Guggman Haus Brewing Co,5.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Wawa,3.0,Downingtown,Pennsylvania,Democrat,58.0,82292.0,2333.066666666667,
Frothy Monkey,3.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Chill Caw-Fee,5.0,Valrico,Florida,Republican,39.6,98451.0,2396.349170437405,
Nordstrom Ebar Artisan Coffee,4.5,Des Peres,Missouri,Democrat,46.7,214167.0,,
McDonald's,2.0,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
McDonald's,2.0,Hermitage,Tennessee,Democrat,,75197.0,,
Starbucks,3.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Mark's Cafe,2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
FroYo Cafe and Sweets,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Menagerie Coffee at The Bourse,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Speedway,3.0,Fishers,Indiana,Republican,62.7,128141.0,1951.650886475448,
McDonald's,1.5,Pinellas Park,Florida,Republican,38.5,62043.0,2039.4087024087028,
7-Eleven,2.5,Newtown,Pennsylvania,Republican,45.2,146765.0,2431.944444444445,
Corner Muse,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
The Human Bean,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Fezziwig's Marketplace,4.5,O'Fallon,Illinois,Democrat,34.2,102793.0,,
Sage the World,4.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
McDonald's,1.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.0,Lansdale,Pennsylvania,Democrat,55.4,86460.0,1966.2497212931996,
Jack's Donuts,3.5,Greenwood,Indiana,Republican,38.0,78765.0,1632.2466230936818,
Cracker Barrel Old Country Store,3.0,Smyrna,Tennessee,Republican,36.6,78409.0,1682.256728778468,
Plenty Café,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
China Pavilion,3.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Starbucks,3.5,Sunset Hills,Missouri,Democrat,46.7,133895.0,,
Ely's Home Made & Natural Ice Cream,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
King Hookah Lounge & Smoke Shop,4.5,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
Woops! Bakeshop Main Gate Square,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Wawa,3.5,Woodbury Heights,New Jersey,Republican,37.6,130101.0,,
I Love Roti,5.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Kotuku Elixir Bar & Superfood Store,4.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Le Pain Quotidien,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,4.0,Ambler,Pennsylvania,Democrat,55.4,80795.0,2596.6666666666665,
Dunkin',2.0,Gibbsboro,New Jersey,Democrat,38.8,99881.0,,
Ultimo Coffee,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,3.0,Newtown Square,Pennsylvania,Democrat,,60698.0,3116.611111111111,
Cosi,3.0,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
Cafe Olé,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Lee's Market,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.0,Gibsonton,Florida,Republican,39.6,74049.0,2347.35,
Starbucks,4.0,Ambler,Pennsylvania,Democrat,55.4,80795.0,2596.6666666666665,
Hub Coffee Roasters,5.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Shelly's Cafe,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Two Persons Coffee,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.5,Clementon,New Jersey,Democrat,38.8,69536.0,1982.5,
Frosty's Caffe,4.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
The Antidote Juice,5.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Speedway,1.5,Largo,Florida,Republican,38.5,60465.0,1787.582052090859,
Arbol Café,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,1.5,Ardmore,Pennsylvania,Democrat,55.4,115273.0,2250.083333333333,
Goldy's Corner,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Twist Vapor Cafe,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
A Cupcake Paradise,3.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Bubble Tea House,3.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
McDonald's,2.0,Gretna,Louisiana,Republican,31.2,46045.0,1570.4761904761906,
Starbucks,3.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Wawa,3.0,Folsom,Pennsylvania,Democrat,44.4,100544.0,,
The Wild Muffin,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Local Harvest Cafe,4.0,Saint Louis,Missouri,Democrat,,55279.0,,
Shameless Grounds,4.0,Saint Louis,Missouri,Democrat,,55279.0,,
Dunkin',3.5,Bensalem,Pennsylvania,Republican,,60698.0,1804.6603174603176,
Nordstrom Ebar Artisan Coffee,4.0,Newark,Delaware,Democrat,38.7,71373.0,2153.965643274854,
Starbucks,2.5,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
McDonald's,2.0,Hurffville,New Jersey,Republican,,91000.0,,
Gold Ranch Coffee Bar,4.0,Verdi,Nevada,Democrat,37.3,102625.0,2019.75,
PJ's Coffee,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,2.5,Holmes,Pennsylvania,Democrat,,60698.0,,
Dunkin',3.5,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
Reed's Coffee & Tea House,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Roll It Ice Cream,4.5,Largo,Florida,Republican,38.5,60465.0,1787.582052090859,
Gelateria del Duomo,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
McDonald's,1.5,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
McDonald's,3.0,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Starbucks,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Civano Coffee House,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Amore Bakery and Cafe,4.5,Gretna,Louisiana,Republican,31.2,46045.0,1570.4761904761906,
Rolo’s Bakery,5.0,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
Tube Factory Artspace,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Dunn Brothers Coffee,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Gong Cha,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Lighthouse Coffee,4.5,Sparks,Nevada,Democrat,37.3,86979.0,1964.762212770985,
Ruby Sunshine,3.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Ebru Coffee,4.5,Eagleville,Pennsylvania,Democrat,55.4,60698.0,,
Wawa,3.0,Newark,Delaware,Democrat,38.7,71373.0,2153.965643274854,
Hibachi Grill and Buffet,3.0,Imperial,Missouri,Republican,25.5,87949.0,,
Quickly Boba Tea,4.0,Brandon,Florida,Republican,39.6,77068.0,1944.9896640826876,
McDonald's,1.5,New Castle,Delaware,Democrat,38.7,92565.0,1786.4166666666667,
Dunkin,3.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Starbuck's,2.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
McDonald's,1.5,Penndel,Pennsylvania,Republican,45.2,75000.0,,
Exo Roast Co,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
CoffeeStamp,5.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
